Name-additional,yearID,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
gaddihu01,2023,Hunter Gaddis,25,CLE,42,11,7,21,4.5,451.00%,19.00%,8.00%,0,9510.00%,418.00%,-200.00%,-20.00%,0.53,0,20.00%,3,0.482,0.499,"$720,100 ",Amateur Draft
gagema01,2023,Matt Gage*,30,HOU,6.2,5,0,2,2.7,469.00%,14.00%,-31.00%,0,9470.00%,402.00%,100.00%,10.00%,0.91,0,10.00%,2,0.519,0.501,"$770,000 ",Waivers
gallegi01,2023,Giovanny Gallegos,31,STL,55,56,0,28,4.58,464.00%,-2.00%,-31.00%,0.2,10010.00%,456.00%,0.00%,0.00%,1.76,-0.2,40.00%,5,0.5,0.5,"$4,750,000 ",Traded
galleza01,2023,Zac Gallen,27,ARI,210,34,34,87,3.73,479.00%,23.00%,22.00%,0,9840.00%,471.00%,2300.00%,250.00%,,-0.1,430.00%,44,0.573,0.515,"$5,600,000 ",Traded
garcide01,2023,Deivi García,24,2TM,15,8,0,9,5.4,478.00%,-12.00%,-32.00%,0.38,10430.00%,518.00%,-100.00%,0.00%,0.96,-0.1,-10.00%,1,0.495,0.499,,Waivers
garcilu03,2023,Luis García,36,SDP,59.2,61,0,30,4.53,473.00%,37.00%,-31.00%,0.19,9350.00%,396.00%,-400.00%,-40.00%,0.82,-0.1,10.00%,2,0.494,0.498,"$3,750,000 ",Free Agency
garcilu05,2023,Luis García Jr.,26,HOU,27,6,6,12,4,493.00%,15.00%,23.00%,0,9630.00%,482.00%,200.00%,20.00%,,0,50.00%,5,0.537,0.501,"$763,200 ",Amateur Free Agent
garciri01,2023,Rico Garcia,29,2TM,11.2,10,0,12,9.26,414.00%,-53.00%,-28.00%,0,9740.00%,429.00%,-700.00%,-60.00%,0.4,0.2,-40.00%,-5,0.437,0.498,,Free Agency
garciro04,2023,Robert Garcia*,27,2TM,32,25,0,16,4.5,460.00%,-15.00%,-30.00%,0.7,9770.00%,503.00%,200.00%,20.00%,1.21,-0.1,40.00%,5,0.508,0.501,,Conditional Deal
garciyi01,2023,Yimi García,32,TOR,66,73,0,35,4.77,479.00%,53.00%,-32.00%,0.34,9970.00%,427.00%,-500.00%,-50.00%,1.42,-0.3,-10.00%,3,0.494,0.497,"$5,500,000 ",Free Agency
garream01,2023,Amir Garrett*,31,KCR,24.1,27,0,11,4.07,485.00%,-16.00%,-32.00%,0,10310.00%,482.00%,200.00%,20.00%,0.56,-0.1,30.00%,4,0.507,0.501,"$2,650,000 ",Traded
garrebr01,2023,Braxton Garrett*,25,MIA,159.2,31,30,68,3.83,472.00%,-5.00%,21.00%,0,10220.00%,509.00%,2300.00%,240.00%,0.64,-0.1,380.00%,38,0.577,0.515,"$732,000 ",Amateur Draft
garrere01,2023,Reed Garrett,30,2TM,19.2,11,0,14,6.41,502.00%,-4.00%,-33.00%,0,9640.00%,455.00%,-400.00%,-40.00%,0.51,0.1,-20.00%,-2,0.464,0.499,,Free Agency
garzaju01,2023,Justin Garza,29,BOS,18.1,17,1,17,8.35,485.00%,-13.00%,-32.00%,0.31,10770.00%,535.00%,-600.00%,-60.00%,0.69,0.1,-40.00%,-4,0.463,0.496,,Waivers
gausmke01,2023,Kevin Gausman,32,TOR,185,31,31,72,3.5,471.00%,48.00%,22.00%,0,9980.00%,443.00%,1700.00%,180.00%,,-0.1,340.00%,37,0.558,0.511,"$21,000,000 ",Free Agency
germado01,2023,Domingo Germán,30,NYY,108.2,20,19,61,5.05,487.00%,12.00%,20.00%,0,10000.00%,494.00%,-300.00%,-30.00%,0.33,-0.1,70.00%,9,0.487,0.498,"$2,600,000 ",Traded
gibauia01,2023,Ian Gibaut,29,CIN,75.2,74,0,33,3.93,471.00%,-16.00%,-31.00%,0.3,10430.00%,507.00%,1000.00%,100.00%,1.61,0.1,180.00%,17,0.513,0.506,"$730,000 ",Waivers
gibsoky01,2023,Kyle Gibson,35,BAL,192,33,33,101,4.73,458.00%,17.00%,21.00%,0,9670.00%,447.00%,-800.00%,-80.00%,,-0.1,90.00%,13,0.475,0.495,"$10,000,000 ",Free Agency
gilbelo01,2023,Logan Gilbert,26,SEA,190.2,32,32,82,3.87,477.00%,9.00%,22.00%,0,9350.00%,458.00%,1300.00%,130.00%,,-0.1,300.00%,33,0.542,0.508,"$767,300 ",Amateur Draft
gilbety01,2023,Tyler Gilbert*,29,ARI,17.1,11,0,10,5.19,468.00%,23.00%,-31.00%,0,10440.00%,432.00%,-200.00%,-20.00%,0.74,0,0.00%,0,0.485,0.499,,Rule 5 Draft
gillalo01,2023,Logan Gillaspie,26,BAL,9,11,0,7,7,468.00%,20.00%,-31.00%,0.63,9600.00%,461.00%,-300.00%,-30.00%,1.17,0,-20.00%,-2,0.477,0.498,"$721,200 ",Free Agency
ginkeke01,2023,Kevin Ginkel,29,ARI,65.1,60,0,24,3.31,475.00%,20.00%,-31.00%,0.17,9930.00%,437.00%,800.00%,80.00%,1.02,-0.2,130.00%,14,0.513,0.505,"$746,600 ",Amateur Draft
giolilu01,2023,Lucas Giolito,28,3TM,184.1,33,33,110,5.37,481.00%,-17.00%,22.00%,0,10310.00%,536.00%,-200.00%,10.00%,,-0.1,170.00%,18,0.503,0.505,"$10,400,000 ",Traded
gipsosa01,2023,Sawyer Gipson-Long,25,DET,20,4,4,7,3.15,402.00%,11.00%,18.00%,0,10240.00%,418.00%,200.00%,20.00%,,0,40.00%,4,0.555,0.501,,Traded
givenmy01,2023,Mychal Givens,33,BAL,4,6,0,6,13.5,483.00%,18.00%,-32.00%,0,9680.00%,419.00%,-400.00%,-40.00%,0.97,0,-40.00%,-4,0.433,0.498,"$3,000,000 ",Free Agency
glasnty01,2023,Tyler Glasnow,29,TBR,120,21,21,52,3.9,474.00%,12.00%,22.00%,0,9690.00%,469.00%,900.00%,100.00%,,-0.1,200.00%,22,0.545,0.506,"$5,350,000 ",Traded
gombeau01,2023,Austin Gomber*,29,COL,139,27,27,88,5.7,470.00%,10.00%,22.00%,0,11520.00%,555.00%,-200.00%,-20.00%,,-0.1,100.00%,11,0.493,0.499,"$1,650,000 ",Traded
gomezyo01,2023,Yoendrys Gómez,23,NYY,2,1,0,0,0,459.00%,7.00%,-31.00%,0,9800.00%,414.00%,100.00%,10.00%,0.03,-0.1,10.00%,1,0.597,0.501,,Free Agency
gonsoto01,2023,Tony Gonsolin,29,LAD,103,20,20,61,5.33,462.00%,44.00%,22.00%,0,9870.00%,433.00%,-1100.00%,-110.00%,,-0.1,-20.00%,-1,0.446,0.493,"$3,250,000 ",Amateur Draft
gonzama02,2023,Marco Gonzales*,31,SEA,50,10,10,32,5.76,450.00%,11.00%,21.00%,0,9400.00%,432.00%,-900.00%,-80.00%,,0,-40.00%,-3,0.418,0.495,"$6,750,000 ",Traded
gonzach01,2023,Chi Chi González,31,MIA,3.2,3,0,3,7.36,511.00%,-6.00%,-34.00%,0,10080.00%,488.00%,-100.00%,-10.00%,0.19,0,0.00%,-1,0.467,0.499,,Free Agency
gonzavi02,2023,Victor González*,27,LAD,33.2,34,1,15,4.01,476.00%,41.00%,-31.00%,0,10020.00%,405.00%,0.00%,0.00%,0.72,-0.1,30.00%,3,0.501,0.5,,Amateur Free Agent
gorema01,2023,MacKenzie Gore*,24,WSN,136.1,27,27,71,4.69,485.00%,-16.00%,23.00%,0,9880.00%,517.00%,800.00%,80.00%,,-0.1,200.00%,21,0.529,0.505,"$723,300 ",Traded
gotttr01,2023,Trevor Gott,30,2TM,58,64,0,34,5.28,478.00%,0.00%,-32.00%,0.38,9480.00%,459.00%,-500.00%,-50.00%,1.14,-0.2,-10.00%,1,0.493,0.499,"$1,200,000 ",Traded
gratebr01,2023,Brusdar Graterol,24,LAD,67.1,68,1,14,1.87,472.00%,43.00%,-29.00%,0.17,9930.00%,413.00%,1700.00%,170.00%,1.36,0.1,250.00%,24,0.526,0.511,"$1,225,000 ",Traded
graveke01,2023,Kendall Graveman,32,2TM,66.1,68,0,27,3.66,476.00%,-13.00%,-32.00%,0.17,10270.00%,487.00%,800.00%,80.00%,1.31,-0.1,140.00%,15,0.512,0.503,"$8,000,000 ",Free Agency
grayjo02,2023,Jon Gray,31,TEX,157.1,29,29,75,4.29,467.00%,24.00%,21.00%,0,10320.00%,478.00%,700.00%,70.00%,,-0.1,210.00%,24,0.524,0.504,"$15,000,000 ",Free Agency
grayjo03,2023,Josiah Gray,25,WSN,159,30,30,72,4.08,470.00%,-17.00%,22.00%,0,9820.00%,500.00%,1700.00%,170.00%,,-0.1,310.00%,32,0.558,0.511,"$730,000 ",Traded
grayso01,2023,Sonny Gray,33,MIN,184,32,32,59,2.89,462.00%,16.00%,21.00%,0,9980.00%,466.00%,3400.00%,380.00%,,-0.1,540.00%,54,0.617,0.523,,Traded
greench03,2023,Chad Green,32,TOR,12,12,0,10,7.5,487.00%,52.00%,-32.00%,0.47,10350.00%,466.00%,-400.00%,-40.00%,1.26,-0.1,-40.00%,-3,0.467,0.498,"$2,250,000 ",Free Agency
greenhu01,2023,Hunter Greene,23,CIN,112,22,22,65,5.22,461.00%,-14.00%,21.00%,0,10310.00%,512.00%,-100.00%,-10.00%,,-0.1,90.00%,10,0.495,0.499,"$1,333,333 ",Amateur Draft
greensh02,2023,Shane Greene,34,CHC,3,2,0,0,0,462.00%,21.00%,-30.00%,0,10000.00%,410.00%,100.00%,10.00%,0.07,-0.1,10.00%,2,0.573,0.501,,Free Agency
greinza01,2023,Zack Greinke,39,KCR,142.1,30,27,82,5.19,459.00%,-20.00%,19.00%,0,10340.00%,514.00%,-200.00%,-20.00%,0.77,-0.1,100.00%,13,0.492,0.498,"$8,500,000 ",Free Agency
grovemi01,2023,Michael Grove,26,LAD,69,18,12,47,6.13,451.00%,45.00%,15.00%,0,10050.00%,423.00%,-1400.00%,-140.00%,0.97,-0.1,-80.00%,-8,0.424,0.492,"$722,500 ",Amateur Draft
guerrja02,2023,Javy Guerra,27,2TM,19.1,17,2,13,6.05,485.00%,31.00%,-30.00%,0,9830.00%,417.00%,-400.00%,-40.00%,0.47,0.1,-10.00%,-2,0.477,0.499,"$724,500 ",Traded
guilllu01,2023,Luis Guillorme,28,NYM,1,1,0,0,0,463.00%,-13.00%,-31.00%,0,9600.00%,427.00%,0.00%,0.00%,0,0,0.00%,1,0.55,0.5,"$1,600,000 ",Amateur Draft
haderjo01,2023,Josh Hader*,29,SDP,56.1,61,0,11,1.76,466.00%,24.00%,-31.00%,0.3,9380.00%,414.00%,1500.00%,150.00%,1.62,0.3,240.00%,20,0.525,0.51,"$14,100,000 ",Traded
halldl01,2023,DL Hall*,24,BAL,19.1,18,0,8,3.72,444.00%,15.00%,-30.00%,0.29,9810.00%,420.00%,100.00%,10.00%,1.22,0,20.00%,3,0.505,0.501,,Amateur Draft
hamilia01,2023,Ian Hamilton,28,NYY,58,39,3,19,2.95,480.00%,11.00%,-28.00%,0.2,10170.00%,468.00%,1000.00%,110.00%,1.07,-0.1,160.00%,17,0.528,0.507,,Free Agency
hancoem01,2023,Emerson Hancock,24,SEA,12,3,3,6,4.5,483.00%,11.00%,22.00%,0,9700.00%,479.00%,0.00%,0.00%,,0,10.00%,2,0.508,0.5,,Amateur Draft
handbr01,2023,Brad Hand*,33,2TM,53.2,60,0,33,5.53,474.00%,11.00%,-31.00%,0.11,10940.00%,483.00%,-400.00%,-40.00%,0.98,-0.1,0.00%,1,0.493,0.499,"$1,500,000 ",Traded
hanifbr01,2023,Brenan Hanifee,25,DET,5,3,0,3,5.4,407.00%,19.00%,-27.00%,0,9970.00%,360.00%,-100.00%,-10.00%,0.1,0,0.00%,-1,0.465,0.499,,Free Agency
harriho02,2023,Hobie Harris,30,WSN,19.1,16,0,12,5.59,455.00%,-21.00%,-30.00%,0,9950.00%,443.00%,-200.00%,-20.00%,0.48,0,-10.00%,-1,0.485,0.499,,Free Agency
harriho03,2023,Hogan Harris*,26,OAK,63,14,6,51,7.29,480.00%,-52.00%,19.00%,0,9460.00%,521.00%,-1500.00%,-140.00%,0.7,0,-90.00%,-8,0.398,0.491,,Amateur Draft
harrijo05,2023,Josh Harrison,35,PHI,1.2,2,0,5,27,503.00%,-59.00%,-33.00%,0,10800.00%,571.00%,-400.00%,-30.00%,0,0.2,-20.00%,-4,0.332,0.498,"$2,000,000 ",Free Agency
harriky01,2023,Kyle Harrison*,21,SFG,34.2,7,7,19,4.93,486.00%,-7.00%,23.00%,0,9230.00%,476.00%,-100.00%,-10.00%,,0,20.00%,3,0.492,0.5,,Amateur Draft
hartlge01,2023,Geoff Hartlieb,29,MIA,4,2,0,1,2.25,495.00%,-4.00%,-33.00%,0,9980.00%,466.00%,100.00%,10.00%,0.17,-0.1,10.00%,1,0.556,0.501,,Free Agency
hartwgr01,2023,Grant Hartwig,25,NYM,35.1,28,0,23,5.86,484.00%,-9.00%,-32.00%,0,9440.00%,435.00%,-600.00%,-60.00%,1.02,-0.1,-30.00%,-2,0.479,0.496,,Free Agency
harvehu01,2023,Hunter Harvey,28,WSN,60.2,57,0,21,3.12,484.00%,-15.00%,-32.00%,0.19,9780.00%,475.00%,1100.00%,110.00%,1.65,0.2,190.00%,17,0.52,0.507,"$870,000 ",Waivers
hatchto01,2023,Thomas Hatch,28,2TM,28.2,18,2,18,5.65,499.00%,17.00%,-23.00%,0.39,10070.00%,502.00%,-200.00%,-20.00%,1.08,0,10.00%,1,0.489,0.499,,Waivers
headrbr01,2023,Brent Headrick*,25,MIN,25.2,14,0,18,6.31,467.00%,17.00%,-31.00%,0,10140.00%,424.00%,-600.00%,-60.00%,0.54,0.1,-30.00%,-3,0.456,0.496,,Amateur Draft
heanean01,2023,Andrew Heaney*,32,TEX,147.1,34,28,74,4.52,462.00%,24.00%,17.00%,0,10230.00%,466.00%,0.00%,0.00%,1.44,-0.1,130.00%,16,0.501,0.5,"$12,000,000 ",Free Agency
hearnta01,2023,Taylor Hearn*,28,3TM,15,13,0,19,11.4,493.00%,3.00%,-33.00%,0,10380.00%,474.00%,-1100.00%,-100.00%,0.52,0.3,-50.00%,-10,0.424,0.498,"$1,462,500 ",Purchased
heasljo01,2023,Jonathan Heasley,26,KCR,15,12,0,13,7.8,445.00%,-20.00%,-30.00%,0,10140.00%,442.00%,-600.00%,-60.00%,0.58,0.1,-30.00%,-4,0.452,0.496,,Amateur Draft
hedgeau01,2023,Austin Hedges,30,TEX,3.2,4,0,2,4.91,479.00%,33.00%,-32.00%,0,10190.00%,422.00%,0.00%,0.00%,0,0,0.00%,0,0.492,0.5,,Traded
hellebe01,2023,Ben Heller,31,ATL,18.2,19,0,9,4.34,450.00%,17.00%,-30.00%,0,10070.00%,406.00%,-100.00%,-10.00%,0.77,0,10.00%,1,0.497,0.5,,Traded
helslry01,2023,Ryan Helsley,28,STL,36.2,33,0,11,2.7,473.00%,-1.00%,-31.00%,0.16,10050.00%,461.00%,800.00%,80.00%,1.87,0.2,140.00%,11,0.524,0.505,"$2,150,000 ",Amateur Draft
hembrhe01,2023,Heath Hembree,34,TBR,1.1,1,0,0,0,514.00%,5.00%,-34.00%,0,9400.00%,447.00%,100.00%,10.00%,0.2,0,10.00%,1,0.569,0.5,,Free Agency
hendrky01,2023,Kyle Hendricks,33,CHC,137,24,24,68,4.47,460.00%,30.00%,21.00%,0,10100.00%,457.00%,200.00%,20.00%,,-0.1,140.00%,15,0.508,0.501,"$14,000,000 ",Traded
hendrli01,2023,Liam Hendriks,34,CHW,5,5,0,3,5.4,415.00%,-32.00%,-28.00%,0,10680.00%,448.00%,-100.00%,-10.00%,1.81,0,-10.00%,0,0.488,0.5,"$14,333,333 ",Free Agency
henryto01,2023,Tommy Henry*,25,ARI,89,17,16,42,4.25,452.00%,26.00%,20.00%,0,10030.00%,448.00%,200.00%,30.00%,0.95,-0.1,100.00%,11,0.515,0.502,,Amateur Draft
hentgsa01,2023,Sam Hentges*,26,CLE,52.1,56,0,24,4.13,482.00%,16.00%,-32.00%,0.54,9660.00%,471.00%,300.00%,30.00%,1.25,-0.1,70.00%,8,0.505,0.502,,Amateur Draft
hergeji01,2023,Jimmy Herget,29,LAA,29,29,1,15,4.66,478.00%,-10.00%,-32.00%,0.19,10210.00%,485.00%,0.00%,0.00%,1.26,-0.1,20.00%,3,0.501,0.5,,Free Agency
hergeke01,2023,Kevin Herget,32,CIN,24.1,14,0,14,5.18,482.00%,-19.00%,-32.00%,0,10700.00%,502.00%,0.00%,0.00%,0.49,-0.1,10.00%,2,0.497,0.5,,Free Agency
hernaca04,2023,Carlos Hernández,26,KCR,70,67,4,43,5.53,470.00%,-16.00%,-30.00%,0.16,10260.00%,485.00%,-600.00%,-60.00%,1.39,-0.3,-20.00%,1,0.491,0.496,"$730,250 ",Amateur Free Agent
hernada03,2023,Daysbel Hernández,26,ATL,3.2,4,0,3,7.36,448.00%,18.00%,-29.00%,0,10380.00%,416.00%,-100.00%,-10.00%,0.32,0,-10.00%,-1,0.468,0.499,,Free Agency
hernajo02,2023,Jonathan Hernández,26,TEX,31.2,33,0,20,5.68,471.00%,25.00%,-31.00%,0.18,10220.00%,442.00%,-500.00%,-50.00%,1.47,-0.2,-40.00%,-1,0.485,0.497,"$995,000 ",Amateur Free Agent
hernajo03,2023,Jose Hernandez*,25,PIT,50.2,50,0,30,5.33,476.00%,4.00%,-31.00%,0,10130.00%,446.00%,-500.00%,-50.00%,0.7,-0.1,-10.00%,0,0.49,0.497,,Waivers
hernani01,2023,Nick Hernandez,28,SDP,3,2,0,4,12,506.00%,28.00%,-33.00%,0,9270.00%,412.00%,-300.00%,-20.00%,0.1,0.1,-10.00%,-2,0.382,0.499,,Free Agency
hernayo02,2023,Yonny Hernández,25,LAD,1,1,0,0,0,431.00%,61.00%,-29.00%,0,10600.00%,362.00%,0.00%,0.00%,0,0,0.00%,1,0.542,0.5,,Purchased
herrejo04,2023,José Herrera,26,ARI,2,2,0,2,9,501.00%,42.00%,-33.00%,0,10080.00%,430.00%,-100.00%,-10.00%,0,0,0.00%,-1,0.45,0.499,"$724,300 ",Free Agency
herriti01,2023,Tim Herrin*,26,CLE,27.2,23,0,18,5.86,491.00%,16.00%,-33.00%,0.2,9530.00%,441.00%,-500.00%,-50.00%,0.52,0.1,-20.00%,-2,0.479,0.497,,Amateur Draft
hicksjo03,2023,Jordan Hicks,26,2TM,65.2,65,0,30,4.11,474.00%,18.00%,-31.00%,0.34,9950.00%,456.00%,300.00%,30.00%,1.38,-0.1,80.00%,10,0.505,0.501,"$1,837,500 ",Amateur Draft
hillga02,2023,Garrett Hill,27,DET,15.2,9,0,20,11.49,513.00%,15.00%,-34.00%,0.36,10410.00%,520.00%,-1100.00%,-100.00%,1.01,0,-90.00%,-9,0.386,0.494,"$722,300 ",Free Agency
hillri01,2023,Rich Hill*,43,2TM,146.1,32,27,98,6.03,464.00%,11.00%,17.00%,0.08,10020.00%,478.00%,-2000.00%,-180.00%,0.96,-0.1,-60.00%,-6,0.442,0.495,"$8,000,000 ",Free Agency
hillti01,2023,Tim Hill*,33,SDP,44.1,48,0,36,7.31,476.00%,43.00%,-31.00%,0.25,9290.00%,397.00%,-1600.00%,-160.00%,0.92,-0.1,-120.00%,-12,0.467,0.49,"$1,850,000 ",Traded
hjellse01,2023,Sean Hjelle,26,SFG,29,15,0,25,7.76,490.00%,-8.00%,-25.00%,0.2,9600.00%,473.00%,-1000.00%,-90.00%,0.76,0,-60.00%,-7,0.438,0.494,,Amateur Draft
hoeinbr01,2023,Bryan Hoeing,26,MIA,70.2,33,7,45,5.73,497.00%,-5.00%,-7.00%,0.08,10160.00%,511.00%,-500.00%,-50.00%,0.76,-0.1,10.00%,2,0.486,0.497,,Amateur Draft
hoffmje02,2023,Jeff Hoffman,30,PHI,52.1,54,0,16,2.75,476.00%,-17.00%,-31.00%,0.54,9730.00%,501.00%,1300.00%,140.00%,1.32,0.1,190.00%,18,0.525,0.508,,Free Agency
holdeco01,2023,Colin Holderman,27,PIT,56,58,0,25,4.02,477.00%,4.00%,-31.00%,0,10050.00%,444.00%,300.00%,30.00%,1.32,-0.1,70.00%,8,0.505,0.502,"$725,000 ",Traded
holloga01,2023,Gavin Hollowell,25,COL,33.2,26,0,23,6.15,479.00%,9.00%,-32.00%,0.34,11710.00%,553.00%,-200.00%,-20.00%,0.91,-0.1,0.00%,1,0.491,0.499,,Amateur Draft
holmecl01,2023,Clay Holmes,30,NYY,63,66,0,22,3.14,487.00%,12.00%,-32.00%,0.09,10200.00%,460.00%,900.00%,100.00%,1.66,0.2,180.00%,16,0.515,0.506,"$3,300,000 ",Traded
holtoty01,2023,Tyler Holton*,27,DET,85.1,59,1,21,2.21,473.00%,13.00%,-32.00%,0.07,10330.00%,450.00%,2100.00%,220.00%,1.15,0,300.00%,30,0.537,0.513,,Waivers
honeybr01,2023,Brent Honeywell Jr.,28,2TM,52.1,40,0,29,4.99,475.00%,28.00%,-31.00%,0.11,9770.00%,417.00%,-500.00%,-50.00%,0.98,-0.1,0.00%,0,0.489,0.499,"$725,000 ",Waivers
houckta01,2023,Tanner Houck,27,BOS,106,21,21,61,5.18,491.00%,-12.00%,22.00%,0,10650.00%,559.00%,400.00%,40.00%,,-0.1,130.00%,15,0.517,0.502,"$740,000 ",Amateur Draft
housead01,2023,Adrian Houser,30,MIL,111.1,23,21,56,4.53,483.00%,48.00%,19.00%,0,9790.00%,445.00%,-100.00%,-10.00%,0.22,-0.1,90.00%,10,0.497,0.5,"$3,600,000 ",Traded
howarsp01,2023,Spencer Howard,26,TEX,3.1,3,0,4,10.8,512.00%,31.00%,-34.00%,0,9080.00%,406.00%,-300.00%,-20.00%,0.17,0.1,-10.00%,-2,0.419,0.499,,Traded
hudsobr01,2023,Bryan Hudson*,26,LAD,8.2,6,0,7,7.27,445.00%,55.00%,-29.00%,0,9710.00%,350.00%,-400.00%,-30.00%,0.12,0.1,-10.00%,-3,0.442,0.498,,Free Agency
hudsoda02,2023,Dakota Hudson,28,STL,81.1,18,12,46,5.09,482.00%,-2.00%,14.00%,0,9700.00%,483.00%,-200.00%,-20.00%,1.44,-0.1,50.00%,6,0.488,0.499,"$2,650,000 ",Amateur Draft
hudsoda01,2023,Daniel Hudson,36,LAD,3,3,0,0,0,444.00%,31.00%,-29.00%,0,10030.00%,386.00%,100.00%,10.00%,0.9,0,20.00%,2,0.545,0.501,"$6,500,000 ",Free Agency
hughebr01,2023,Brandon Hughes*,27,CHC,13.2,17,0,11,7.24,507.00%,24.00%,-33.00%,0,9940.00%,446.00%,-400.00%,-40.00%,1.27,-0.1,-40.00%,-3,0.476,0.497,"$728,000 ",Amateur Draft
hunteto02,2023,Tommy Hunter,36,NYM,23.2,14,0,20,7.61,470.00%,-10.00%,-31.00%,0.24,9830.00%,465.00%,-800.00%,-70.00%,0.62,0.1,-40.00%,-5,0.447,0.495,"$686,857 ",Free Agency
hurtky01,2023,Kyle Hurt,25,LAD,2,1,0,0,0,503.00%,22.00%,-33.00%,0,9800.00%,439.00%,100.00%,10.00%,0.08,-0.1,10.00%,1,0.605,0.501,,Traded
iglesra01,2023,Raisel Iglesias,33,ATL,55.2,58,0,23,3.72,469.00%,16.00%,-31.00%,0.3,10100.00%,457.00%,500.00%,50.00%,1.72,0,110.00%,11,0.509,0.503,"$16,000,000 ",Traded
ingrako01,2023,Kolton Ingram*,26,LAA,5.1,5,0,7,11.81,437.00%,-10.00%,-29.00%,0,11250.00%,471.00%,-400.00%,-40.00%,0.33,0.1,-20.00%,-4,0.419,0.497,,Free Agency
irvinco01,2023,Cole Irvin*,29,BAL,77.1,24,12,42,4.89,463.00%,17.00%,11.00%,0,9560.00%,437.00%,-500.00%,-50.00%,0.47,0,20.00%,3,0.477,0.497,"$737,600 ",Traded
irvinja01,2023,Jake Irvin,26,WSN,121,24,24,66,4.91,468.00%,-18.00%,22.00%,0,9640.00%,490.00%,0.00%,0.00%,,-0.1,110.00%,12,0.5,0.5,,Amateur Draft
jacksan01,2023,Andre Jackson,27,2TM,61.1,19,7,34,4.99,468.00%,17.00%,0.00%,0,10120.00%,456.00%,-300.00%,-20.00%,0.71,0.1,50.00%,3,0.487,0.5,"$722,500 ",Amateur Draft
jacksja01,2023,Jay Jackson,35,TOR,29.2,25,0,8,2.43,486.00%,51.00%,-32.00%,0.38,9910.00%,437.00%,600.00%,60.00%,0.77,-0.1,80.00%,9,0.525,0.504,,Free Agency
jackslu01,2023,Luke Jackson,31,SFG,33.1,33,0,14,3.78,497.00%,-6.00%,-33.00%,0.17,9820.00%,478.00%,400.00%,40.00%,0.76,-0.1,60.00%,7,0.512,0.502,"$3,000,000 ",Free Agency
jacksza02,2023,Zach Jackson,28,OAK,18,19,0,7,3.5,487.00%,-44.00%,-33.00%,0.62,9430.00%,529.00%,300.00%,30.00%,1.82,0.1,60.00%,5,0.518,0.502,"$725,000 ",Rule 5 Draft
jacobal01,2023,Alek Jacob,25,SDP,3,3,0,0,0,467.00%,16.00%,-31.00%,0,9780.00%,411.00%,100.00%,10.00%,0.35,-0.1,10.00%,2,0.548,0.501,,Amateur Draft
jacqujo01,2023,Joe Jacques*,28,BOS,26.2,23,1,17,5.74,477.00%,-13.00%,-32.00%,0,10670.00%,488.00%,-300.00%,-30.00%,0.84,0,-10.00%,0,0.487,0.498,,Waivers
jamesdr01,2023,Drey Jameson,25,ARI,40.2,15,3,15,3.32,492.00%,24.00%,-21.00%,0,9740.00%,435.00%,500.00%,50.00%,0.89,-0.1,80.00%,9,0.533,0.503,"$723,600 ",Amateur Draft
janseke01,2023,Kenley Jansen,35,BOS,44.2,51,0,21,4.23,478.00%,-10.00%,-32.00%,0.13,10520.00%,493.00%,300.00%,30.00%,1.81,0,80.00%,8,0.506,0.502,"$16,000,000 ",Free Agency
jarvibr01,2023,Bryce Jarvis,25,ARI,23.2,11,1,9,3.42,472.00%,25.00%,-25.00%,0,10150.00%,428.00%,200.00%,20.00%,0.67,-0.1,40.00%,5,0.521,0.501,,Amateur Draft
javiecr01,2023,Cristian Javier,26,HOU,162,31,31,85,4.72,469.00%,16.00%,21.00%,0,9790.00%,465.00%,-300.00%,-30.00%,,-0.1,110.00%,14,0.489,0.498,"$3,400,000 ",Amateur Free Agent
jaxgr01,2023,Griffin Jax,28,MIN,65.1,71,0,30,4.13,458.00%,17.00%,-31.00%,0.26,10120.00%,442.00%,100.00%,10.00%,1.66,-0.1,70.00%,8,0.502,0.501,"$733,150 ",Amateur Draft
jimenda01,2023,Dany Jiménez,29,OAK,23.1,25,1,9,3.47,476.00%,-43.00%,-32.00%,0,9330.00%,454.00%,200.00%,30.00%,1.33,0,50.00%,5,0.51,0.502,"$725,000 ",Free Agency
jimenjo02,2023,Joe Jiménez,28,ATL,56.1,59,0,22,3.51,471.00%,16.00%,-31.00%,0.1,10110.00%,439.00%,600.00%,60.00%,0.86,-0.2,90.00%,11,0.51,0.503,"$2,765,000 ",Traded
johnspi01,2023,Pierce Johnson,32,2TM,62.2,67,0,34,4.88,463.00%,10.00%,-31.00%,0.18,11180.00%,494.00%,100.00%,10.00%,1.22,-0.2,40.00%,7,0.501,0.499,"$5,000,000 ",Traded
joycebe01,2023,Ben Joyce,22,LAA,10,12,0,6,5.4,528.00%,-9.00%,-35.00%,0,10110.00%,507.00%,0.00%,-10.00%,1.26,0,0.00%,1,0.496,0.5,,Amateur Draft
junisja01,2023,Jakob Junis,30,SFG,86,40,4,42,4.4,472.00%,-7.00%,-21.00%,0.07,9790.00%,455.00%,200.00%,20.00%,1,-0.2,80.00%,10,0.504,0.501,"$2,800,000 ",Free Agency
